Issue code,Issue name,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"086710","SBS","Blue chip company","11160","-130","-1.15","11290","11420","11100","39080","442104125","136188604800","12203280"
"080470","SCAutotech","Enterprise of middle standing","4170","-20","-0.48","4190","4190","4165","19379","81018655","30441000000","7300000"
"000250","SCD","Enterprise of middle standing","185200","-900","-0.48","191800","191900","185200","203934","38103765950","4344323814400","23457472"
"042110","SCD","Blue chip company","1372","-3","-0.22","1376","1382","1371","43921","60482310","66308161808","48329564"
"246960","SCL Science","New growth company","2600","105","4.21","2500","2710","2495","145292","380721900","88328008600","33972311"
"298060","SCM","Issues for administration(none market division)","1051","-6","-0.57","1057","1070","1020","68540","71853478","34427521869","32756919"
"217480","SDBIO","Issues for administration(none market division)","499","0","0.00","0","0","0","0","0","54756837359","109733141"
"099220","SDN","Enterprise of middle standing","1281","-11","-0.85","1294","1309","1277","194918","250924551","83193712350","64944350"
"121890","SDSYSTEM","Enterprise of middle standing","1383","5","0.36","1377","1383","1360","52245","71492987","18382069818","13291446"
"011560","SEBO MEC","Blue chip company","12160","-10","-0.08","12170","12220","12040","8239","99874070","128044800000","10530000"
"081180","SEC","New growth company","9200","-10","-0.11","9320","9340","9100","39849","365998050","81194922000","8825535"
"340810","SECERN AI","New growth company","3770","0","0.00","3735","3870","3710","67478","252991688","48844429140","12956082"
"131090","SECUVE","Venture business","4170","-40","-0.95","4200","4200","4170","3254","13600980","33360000000","8000000"
"096530","SEEGENE","Blue chip company","27900","-150","-0.53","28150","28300","27650","193690","5404681325","1457105232600","52225994"
"458870","SEERS","New growth company","33800","800","2.42","33300","33850","33100","61919","2079932000","425571744000","12590880"
"067770","SEJINTS","Enterprise of middle standing","2370","-10","-0.42","2365","2380","2345","2792","6611445","19899925410","8396593"
"258830","SEJONG MEDICAL","Issues for administration(none market division)","412","0","0.00","0","0","0","0","0","22983976612","55786351"
"036630","SEJONG TELECOM","Enterprise of middle standing","5480","-70","-1.26","5540","5590","5450","38336","211230970","109600000000","20000000"
"039310","SEJOONG","Enterprise of middle standing","1550","13","0.85","1537","1576","1537","3778","5837912","28088583850","18121667"
"053450","SEKONIX","Blue chip company","5890","-100","-1.67","5990","6010","5890","39326","233197460","87129609670","14792803"
"108860","SELVAS AI","Venture business","13410","110","0.83","13400","13500","13200","103809","1381445815","360927333900","26914790"
"208370","SELVAS Healthcare","Venture business","4175","25","0.60","4140","4205","4130","34501","143386892","107466854700","25740564"
"252990","SEMCNS","New growth company","4590","-90","-1.92","4685","4715","4585","173733","799667056","268001209170","58388063"
"347000","SENKO","New growth company","2415","-5","-0.21","2440","2445","2395","53277","129069930","79707017040","33004976"
"035890","SEOHEE CONSTRUCTION","Blue chip company","1623","0","0.00","0","0","0","0","0","372979125711","229808457"
"178320","SEOJIN SYSTEM","Venture business","20850","-150","-0.71","21100","21100","20800","116512","2436804925","1172769840900","56247954"
"018680","SEOUL PHARMA","Venture business","3385","50","1.50","3325","3390","3325","4779","16101560","39466794815","11659319"
"092190","SEOUL VIOSYS","Enterprise of middle standing","3100","40","1.31","3070","3140","3030","13672","42405070","142191987300","45868383"
"043710","SEOULEAGUER","Enterprise of middle standing","1070","-5","-0.47","1076","1078","1020","96010","99982520","92621885700","86562510"
"019770","SEOYON TOPMETAL","Blue chip company","3930","0","0.00","3965","3965","3885","37424","146951370","45784500000","11650000"
"340440","SERIM B&G","Venture business","1706","-46","-2.63","1752","1754","1690","492322","844640032","48413488984","28378364"
"042600","SERONICS","Enterprise of middle standing","9650","130","1.37","9490","9960","9420","59725","577731240","119887489100","12423574"
"027040","SET","Issues for administration(none market division)","253","6","2.43","249","254","244","75668","18939738","17605978291","69588847"
"049830","SEUNG IL","Enterprise of middle standing","8820","-60","-0.68","8880","8880","8800","1438","12679730","54085227840","6132112"
"252500","SEWHA P&C","Enterprise of middle standing","845","7","0.84","838","846","836","46030","38764009","35055999550","41486390"
"100700","SEWOONMEDICAL","Blue chip company","2710","5","0.18","2710","2710","2685","21691","58541160","118698000000","43800000"
"056190","SFA","Blue chip company","24000","-600","-2.44","24500","24500","24000","61963","1496199150","861810240000","35908760"
"036540","SFASemicon","Blue chip company","3310","-40","-1.19","3350","3355","3290","342481","1133211108","544363602930","164460303"
"288620","SFC","Venture business","11360","320","2.90","11040","11940","11040","173328","2006013695","79285029760","6979316"
"089980","SFTC","Blue chip company","18150","130","0.72","18020","18700","18010","75295","1384092490","290201021550","15989037"
"255220","SG","Enterprise of middle standing","2490","180","7.79","2295","2650","2295","11469444","28847177319","245701731060","98675394"
"040610","SG&G","Enterprise of middle standing","1844","-1","-0.05","1845","1853","1825","37820","69467975","62856789424","34087196"
"049470","SGA","Enterprise of middle standing","1789","-47","-2.56","1843","1930","1756","1261780","2305804039","105304563461","58862249"
"184230","SGA Solutions","Venture business","590","1","0.17","589","591","560","368408","214260569","50356878190","85350641"
"016250","SGC E&C","Enterprise of middle standing","15900","-50","-0.31","16020","16240","15830","2994","47628250","80088077400","5036986"
"398120","SGHC","Venture business","3125","20","0.64","3105","3180","3030","8546","26593915","35342812500","11309700"
"162300","SHIN STEEL","Blue chip company","2210","0","0.00","2235","2240","2185","15866","34884365","91651754220","41471382"
"290520","SHINDO","More significant investment(none market division)","1669","-33","-1.94","1690","1745","1663","56988","96393511","26586105178","15929362"
"243840","SHINHEUNG SEC","Blue chip company","4975","10","0.20","4965","5120","4870","674311","3353118615","191827219125","38558235"
"056700","SHINWHA","Enterprise of middle standing","1935","6","0.31","1935","2020","1899","159061","311810684","56376401085","29135091"
"086980","SHOWBOX","Enterprise of middle standing","2735","15","0.55","2740","2755","2715","70934","193368688","171314930000","62638000"
"472220","SHT-10 SPAC","SPAC(none market division)","2180","0","0.00","2175","2180","2175","4907","10683070","10224200000","4690000"
"430220","SHT-8 SPAC","SPAC(none market division)","2255","0","0.00","0","0","0","0","0","15243800000","6760000"
"065420","SI","Enterprise of middle standing","326","-9","-2.69","336","336","325","224448","73786881","23334199474","71577299"
"099320","SI","Blue chip company","49250","1500","3.14","48000","49450","47800","51519","2498289425","539350441500","10951278"
"020710","SIGONG TECH","Blue chip company","3845","-10","-0.26","3890","3890","3830","106165","408773232","77084444650","20047970"
"025870","SILLA SG","Enterprise of middle standing","5720","-40","-0.69","5760","5760","5690","1214","6931760","22880000000","4000000"
"222800","SIMMTECH","Blue chip company","25000","-750","-2.91","25450","25550","24650","464051","11587856725","800715800000","32028632"
"036710","SIMMTECH HOLDINGS","Enterprise of middle standing","1508","-22","-1.44","1550","1550","1506","104360","157861637","74712614392","49544174"
"138070","SINJIN SM","Enterprise of middle standing","2355","-15","-0.63","2370","2370","2350","7088","16707005","41220045420","17503204"
"002800","SINSIN PHARM","Enterprise of middle standing","5680","20","0.35","5660","5740","5640","97322","553236875","86168440000","15170500"
"290560","SINSIWAY","Venture business","6950","160","2.36","6780","6950","6780","7133","49018900","25903497900","3727122"
"036120","SIS","Enterprise of middle standing","2320","0","0.00","2320","2330","2285","48981","113065195","82360000000","35500000"
"189860","SJEM","More significant investment(none market division)","3725","-45","-1.19","3750","3820","3720","19232","72586011","36127955500","9698780"
"306040","SJG","Blue chip company","4510","-55","-1.20","4565","4590","4465","20893","94330402","44494884280","9865828"
"457940","SK Securities No.10 SPAC","SPAC(none market division)","2080","10","0.48","2060","2095","2060","4638","9599530","6884800000","3310000"
"472230","SK Securities No.11 SPAC","SPAC(none market division)","2030","5","0.25","2025","2030","2025","6676","13519035","8434650000","4155000"
"473000","SK Securities No.12 SPAC","SPAC(none market division)","2040","0","0.00","2040","2040","2025","1384","2806040","6752400000","3310000"
"473950","SK Securities No.13 SPAC","SPAC(none market division)","2040","10","0.49","2025","2040","2025","4329","8773855","9016800000","4420000"
"455910","SK Securities No.9 SPAC","SPAC(none market division)","2070","5","0.24","2070","2070","2055","6478","13388755","10391400000","5020000"
"357880","SKAI","New growth company","2195","15","0.69","2180","2215","2135","326822","713079941","75147629290","34235822"
"014620","SKB","Blue chip company","32400","300","0.93","32450","32600","31250","206377","6615293800","860458593600","26557364"
"276040","SKONEC","New growth company","1746","62","3.68","1676","1830","1661","1003598","1757258385","37766564910","21630335"
"246250","SLSBio","Issues for administration(none market division)","1969","0","0.00","0","0","0","0","0","30220617614","15348206"
"048550","SM C&C","Enterprise of middle standing","1361","13","0.96","1350","1361","1340","116769","157259751","131628597820","96714620"
"063440","SM Life Design","Enterprise of middle standing","1638","7","0.43","1631","1653","1631","158991","261382616","75395754252","46029154"
"007820","SMC","Venture business","3770","-20","-0.53","3780","3820","3735","28641","107352925","75527976420","20033946"
"460870","SMCG","Venture business","6720","10","0.15","6630","6890","6530","300228","2022100000","129718202880","19303304"
"041510","SME","Blue chip company","148600","5100","3.55","145300","150500","144600","286846","42229101250","3402150934000","22894690"
"099440","SMEC","Blue chip company","3385","-5","-0.15","3395","3420","3375","610102","2063610046","231003888690","68243394"
"100660","SMI","Enterprise of middle standing","3630","-40","-1.09","3650","3725","3630","125007","458680881","45738000000","12600000"
"038680","SNET","Blue chip company","3965","0","0.00","3970","4040","3945","27956","111887566","78953625530","19912642"
"258790","SOFTCAMP","Venture business","1101","23","2.13","1083","1103","1068","107630","116797923","27515403684","24991284"
"032680","SOFTCEN","Enterprise of middle standing","334","-2","-0.60","336","339","333","540058","181215545","35267315176","105590764"
"032685","SOFTCEN(1P)","Enterprise of middle standing","7230","70","0.98","7350","7350","7230","35","255290","2582136660","357142"
"035610","SOLBORN","Venture business","4090","110","2.76","4080","4155","4015","72753","297031775","111845127730","27345997"
"290690","SOLUX","Enterprise of middle standing","5390","-90","-1.64","5480","5480","5320","870839","4702998625","262710308630","48740317"
"007720","SONO SQUARE","Enterprise of middle standing","878","-4","-0.45","900","900","868","76246","66976751","88502795100","100800450"
"066910","SONOKONG","Enterprise of middle standing","910","29","3.29","881","1016","872","5695627","5446900376","60909179240","66933164"
"067160","SOOP","Blue chip company","78500","-2000","-2.48","80300","80600","78300","106282","8418498900","902339209500","11494767"
"050960","SOOSAN INT","Venture business","11160","160","1.45","10800","11200","10800","27132","300012260","75341160000","6751000"
"464080","SOSLAB","New growth company","11610","-910","-7.27","12500","12910","11450","1295223","15697707810","205286046300","17681830"
"058610","SPG","Blue chip company","24650","50","0.20","24800","24800","24350","70524","1728554875","546671924000","22177360"
"317830","SPSystems","Venture business","6510","-10","-0.15","6520","6630","6510","23505","154079955","70137555180","10773818"
"443670","SPsoft","Enterprise of middle standing","6480","90","1.41","6360","6710","6360","71823","467643920","160324220160","24741392"
"046890","SSC","Enterprise of middle standing","7000","-70","-0.99","7120","7120","6970","86678","607486670","408137800000","58305400"
"065350","SSDELTATECH","Blue chip company","64000","-800","-1.23","65200","66100","63800","70506","4564004600","1758972672000","27483948"
"275630","SSR","Venture business","3205","15","0.47","3205","3250","3205","4597","14854320","19287654745","6017989"
"237690","ST Pharm","Blue chip company","92800","-900","-0.96","93500","94200","92150","88664","8253808100","1870188006400","20152888"
"060240","STACO","Issues for administration(none market division)","1976","0","0.00","0","0","0","0","0","6385281968","3231418"
"115570","STARFLEX","Enterprise of middle standing","3090","25","0.82","3065","3185","3020","33563","102789340","24672129720","7984508"
"052020","STCUBE","More significant investment(none market division)","7500","240","3.31","7230","7530","7170","135789","1006925155","509874682500","67983291"
"039440","STI","Blue chip company","18810","-960","-4.86","20100","20150","18100","495782","9333959225","297762300000","15830000"
"098660","STO","Enterprise of middle standing","2200","55","2.56","2145","2220","2120","22173","47860345","27502147200","12500976"
"204630","STUDIO SANTA CLAUS","Issues for administration(none market division)","4650","0","0.00","0","0","0","0","0","23668225650","5089941"
"234300","STraffic","Blue chip company","3860","0","0.00","3860","3890","3845","38370","148130733","106228029900","27520215"
"003100","SUN KWANG","Blue chip company","19670","-60","-0.30","19740","19740","19250","12747","248788750","129822000000","6600000"
"037350","SUNGDO ENG","Blue chip company","4595","-10","-0.22","4605","4645","4550","22605","103769737","71084650000","15470000"
"043260","SUNGHO","Blue chip company","1076","-3","-0.28","1080","1095","1066","38096","40879241","76312957548","70922823"
"458650","SUNGWOO","Venture business","13370","-150","-1.11","13430","13560","13150","41523","555690735","201160607900","15045670"
"081580","SUNGWOO ELEC","Enterprise of middle standing","2695","5","0.19","2680","2720","2665","21048","56707540","41794445385","15508143"
"045300","SUNGWOOTECH","Enterprise of middle standing","3015","-40","-1.31","3055","3055","3015","3242","9846535","31197305475","10347365"
"171090","SUNIC SYSTEM","Enterprise of middle standing","36600","400","1.10","37600","40700","36000","210298","7949337025","349841246400","9558504"
"019590","SUNP","Issues for administration(none market division)","2765","0","0.00","0","0","0","0","0","105039161955","37988847"
"321370","SV","New growth company","1320","58","4.60","1262","1388","1258","1085873","1440249254","57019505400","43196595"
"289080","SV INVESTMENT","Enterprise of middle standing","1691","-14","-0.82","1705","1714","1684","140124","237633233","91544398750","54136250"
"015750","SW HITECH","Blue chip company","6000","10","0.17","5990","6090","5970","336797","2029198180","480000000000","80000000"
"093920","SWIT","Blue chip company","5690","-10","-0.18","5700","5700","5580","8074","45451525","105834000000","18600000"
"109610","SY","Enterprise of middle standing","3475","15","0.43","3450","3515","3430","196159","679681146","169953215000","48907400"
"365330","SY STEEL TECH","Enterprise of middle standing","5270","-330","-5.89","5430","5570","5100","1491458","8017921845","161314700000","30610000"
"054540","SYMTEK","Enterprise of middle standing","6140","-160","-2.54","6330","6430","5790","821753","5082298210","79820000000","13000000"
"234030","SYNIC SOLUTION","Enterprise of middle standing","7810","-310","-3.82","8170","8170","7800","703067","5557791845","184355050000","23605000"
"269620","SYSWORK","Issues for administration(none market division)","889","0","0.00","0","0","0","0","0","132090012299","148582691"
"328380","Saltware","Venture business","1020","-18","-1.73","1038","1046","1016","56235","57940786","34948033560","34262778"
"009300","Sam-A Pharm.","Blue chip company","17840","20","0.11","17820","17940","17680","6307","112132230","113640800000","6370000"
"032280","SamIl","Enterprise of middle standing","1418","12","0.85","1405","1433","1394","91281","129461036","22990870620","16213590"
"032750","Samjin","Blue chip company","4480","50","1.13","4430","4540","4400","27499","122485275","40459426560","9031122"
"014970","Samryoong","Enterprise of middle standing","8060","-220","-2.66","8210","8300","8030","91296","741758215","121907500000","15125000"
"036670","Samyang KCI","Blue chip company","6760","-330","-4.65","6960","6970","6700","72262","489986990","76185200000","11270000"
"065570","Samyung ENC","Issues for administration(none market division)","764","0","0.00","0","0","0","0","0","12295692232","16093838"
"419120","Sandoll","Enterprise of middle standing","7630","460","6.42","7170","8400","7160","2370015","18670239535","59318107380","7774326"
"042940","Sangji Construction","Enterprise of middle standing","11430","-130","-1.12","11750","11750","11300","130337","1489337840","78052178160","6828712"
"038540","Sangsangin","Enterprise of middle standing","2005","-10","-0.50","2015","2035","1991","56905","114235308","110933267565","55328313"
"452670","Sangsangin SPAC IV","SPAC(none market division)","2040","5","0.25","2035","2040","2035","4677","9518778","10648800000","5220000"
"263810","Sangshin Electronics","Enterprise of middle standing","3020","-25","-0.82","3045","3045","3005","14248","43062035","48092971500","15924825"
"143240","Saramin","Blue chip company","15200","290","1.95","14770","15200","14770","19016","285063430","177980797600","11709263"
"148150","Se Gyung Hi Tech","Blue chip company","6380","-90","-1.39","6430","6470","6300","186450","1186713875","228789537020","35860429"
"396300","SeA Mechanics","Blue chip company","3430","-30","-0.87","3440","3615","3385","642366","2229153239","90858985000","26489500"
"107600","Sebitchem","Venture business","35200","3300","10.34","31800","37650","31250","1174854","42083483150","198177900800","5630054"
"418250","SecuLetter","Issues for administration(none market division)","6550","0","0.00","0","0","0","0","0","45439033350","6937257"
"017510","SemyungElec","Enterprise of middle standing","12000","400","3.45","11600","12300","11210","2867893","34091908345","182952000000","15246000"
"006730","Seobu T&D","Blue chip company","9550","-120","-1.24","9680","9780","9480","278326","2660952510","624827114650","65426923"
"011370","Seohan","Blue chip company","870","-7","-0.80","877","884","861","288424","261016134","87778532550","100894865"
"065710","Seoho","Enterprise of middle standing","37850","-3800","-9.12","42450","42750","36600","154686","6010395500","194927500000","5150000"
"079650","Seosan","Enterprise of middle standing","1762","21","1.21","1741","1800","1734","25227","44166557","35240000000","20000000"
"038070","SeouLin","Blue chip company","7240","-30","-0.41","7250","7390","7220","35406","257673985","65888894240","9100676"
"063170","Seoul Auction","Enterprise of middle standing","8640","-70","-0.80","8710","8800","8510","34294","296073460","153569666880","17774267"
"222810","Setopia","Issues for administration(none market division)","5400","0","0.00","0","0","0","0","0","81712098000","15131870"
"234100","Sewon","Blue chip company","1329","-38","-2.78","1365","1378","1315","947055","1264989655","93137187837","70080653"
"024830","SewonCorp","Blue chip company","10780","10","0.09","10690","11500","10610","13779","147626290","90013000000","8350000"
"378800","Shaperon","New growth company","2820","-50","-1.74","2870","2905","2820","670026","1913250569","85003347420","30143031"
"187270","Shin Hwa Contech","Venture business","3545","55","1.58","3495","3600","3495","21712","76940170","35959930525","10143845"
"452980","Shinhan 11th SPAC","SPAC(none market division)","2040","10","0.49","2040","2040","2030","26062","53024032","38566200000","18905000"
"474660","Shinhan 12th SPAC","SPAC(none market division)","2065","-5","-0.24","2060","2070","2060","2051","4231180","11398800000","5520000"
"474930","Shinhan 13th SPAC","SPAC(none market division)","2145","-10","-0.46","2115","2160","2115","1534","3253425","7764900000","3620000"
"487360","Shinhan 14th SPAC","SPAC(none market division)","2025","5","0.25","2020","2025","2015","17752","35775210","11421000000","5640000"
"487830","Shinhan 15th SPAC","SPAC(none market division)","2030","0","0.00","2020","2030","2020","5034","10168855","8830500000","4350000"
"496070","Shinhan 16th SPAC","SPAC(none market division)","2005","0","0.00","2005","2005","2000","9218","18461250","11268100000","5620000"
"012790","Shinil Pharm","Blue chip company","6580","20","0.30","6580","6650","6540","47372","313131370","78870610700","11986415"
"416180","Shinsung ST","Venture business","41600","-850","-2.00","42650","42800","40750","104477","4321189600","376054764800","9039778"
"017000","ShinwonConst","Blue chip company","2745","-45","-1.61","2765","2792","2700","62785","172356177","32028734115","11668027"
"429270","Sigetronics","New growth company","5830","-140","-2.35","5980","6060","5760","24029","140986380","27157014500","4658150"
"033170","Signetics","Enterprise of middle standing","631","-4","-0.63","640","640","630","134304","84908848","54094569289","85728319"
"257720","Silicon2","Blue chip company","45550","1900","4.35","43950","46100","43650","1405828","63831967550","2786380409400","61171908"
"215600","SillaJen","Enterprise of middle standing","2900","-20","-0.68","2945","2980","2880","432915","1266344058","400576524400","138129836"
"001000","SillaTextile","Enterprise of middle standing","1989","87","4.57","1889","2020","1887","877517","1718243108","48288027060","24277540"
"444530","Simplatform","New growth company","10980","240","2.23","10730","11150","10620","62869","686181005","70161354540","6389923"
"424960","Smart Radar System","New growth company","7930","-150","-1.86","8110","8130","7900","78634","626243860","124321306200","15677340"
"215090","SolDefense","Enterprise of middle standing","794","-2","-0.25","796","803","782","488293","385002782","91927974170","115778305"
"050890","Solid","Blue chip company","6370","40","0.63","6360","6390","6310","143220","909498810","389176621470","61095231"
"060230","Sonid","Enterprise of middle standing","457","-32","-6.54","479","487","451","2978349","1383845946","33707987761","73759273"
"084180","Soosung Webtoon","Enterprise of middle standing","5000","-20","-0.40","5250","5470","4940","405065","2089424867","90371415000","18074283"
"357780","Soulbrain","Blue chip company","243000","0","0.00","239000","247500","236500","32781","7969539250","1890191538000","7778566"
"036830","Soulbrain Holdings","Blue chip company","47600","-150","-0.31","47700","47950","47000","50730","2406409975","997889065600","20964056"
"013810","Speco","Enterprise of middle standing","3000","-25","-0.83","3025","3045","2990","35226","106071500","43966410000","14655470"
"347700","Sphere","New growth company","12600","340","2.77","12230","12810","12100","643972","8091979645","494278079400","39228419"
"192440","Spigen Korea","Blue chip company","25550","-150","-0.58","25900","25900","25550","1633","41839900","158828074650","6216363"
"330730","Stonebridge Ventures","Enterprise of middle standing","4420","-5","-0.11","4395","4420","4375","21001","92182305","80226668600","18150830"
"352090","Stormtec","Enterprise of middle standing","3740","-15","-0.40","3750","3780","3720","73535","274780928","100505012520","26872998"
"253450","Studio Dragon","Blue chip company","45950","350","0.77","46000","46400","45450","63581","2916447775","1381187983100","30058498"
"415380","Studio Samick","Enterprise of middle standing","9220","160","1.77","8870","9330","8870","32157","292434890","37383688600","4054630"
"294630","SuNAM","New growth company","2890","-10","-0.34","2960","2960","2855","67314","193937300","69776446110","24144099"
"253840","Sugentech","Venture business","7490","-330","-4.22","7760","7900","7460","1039973","7962337845","125406568000","16743200"
"357550","Sukgyung","New growth company","55100","200","0.36","54800","55800","54400","6100","338189400","300570500000","5455000"
"067370","SunBio","New growth company","6760","0","0.00","6800","6820","6730","4835","32777350","83239631800","12313555"
"365340","SungEel HiTech","New growth company","40350","1200","3.07","39200","41250","39150","65205","2627169775","492060785250","12194815"
"217620","Sunshine Food","Issues for administration(none market division)","3810","0","0.00","0","0","0","0","0","26803681470","7035087"
"236200","Suprema","Blue chip company","32550","-300","-0.91","32850","33100","32000","33399","1081753600","236224236150","7257273"
"094840","Suprema HQ","Venture business","7040","10","0.14","7030","7120","7000","27123","191538320","73721753600","10471840"
"298830","Suresoft","Venture business","4970","0","0.00","4970","5000","4945","43756","217394896","261516733170","52619061"
"140070","SurplusGLOBAL","Blue chip company","2420","-30","-1.22","2450","2455","2415","15007","36504135","89510960000","36988000"
"466410","Synapsoft","Venture business","13510","-80","-0.59","13590","13740","13480","14674","198976920","68050180730","5037023"
"048870","Synergy Innovation","Venture business","2805","0","0.00","2835","2835","2785","153349","429358553","247130011755","88103391"
"025320","Synopex","Blue chip company","6600","10","0.15","6600","6640","6510","233618","1537469825","578988933600","87725596"
"226330","SyntekaBio","New growth company","6170","-30","-0.48","6220","6280","6070","59587","368249150","94144790750","15258475"
"057680","T Scientific","Venture business","1275","30","2.41","1259","1340","1254","580496","748805214","90841838775","71248501"
"340570","T&L","Blue chip company","59400","200","0.34","58700","59500","58600","36235","2146656550","482803200000","8128000"
"246710","T&R Biofab","New growth company","3095","-85","-2.67","3245","3245","3095","217787","687134250","66687432660","21546828"
"117730","T-ROBOTICS","Venture business","10650","-550","-4.91","11250","11400","10360","141562","1531853890","200029258500","18782090"
"204610","T3","Venture business","2235","60","2.76","2175","2250","2150","154238","338739733","137679844200","61601720"
"323280","TAESUNG","Enterprise of middle standing","30400","-100","-0.33","30500","30900","29900","119444","3624756525","927222192000","30500730"
"044490","TAEWOONG","Blue chip company","41700","-2000","-4.58","43000","43000","41600","270875","11415044175","834307787700","20007381"
"053620","TAEYANG","Blue chip company","6600","-10","-0.15","6640","6640","6570","2013","13276560","56760000000","8600000"
"033830","TBC","Enterprise of middle standing","702","-2","-0.28","705","705","698","90090","63046765","70200000000","100000000"
"125020","TC Materials","Enterprise of middle standing","5240","-10","-0.19","5270","5270","5170","104080","542649825","179353750600","34227815"
"064760","TCK","Blue chip company","113000","-2200","-1.91","113800","116800","106200","49716","5640499600","1319275000000","11675000"
"464280","TDSPHARM","Enterprise of middle standing","11360","-70","-0.61","11430","11650","11190","22059","251885205","62820800000","5530000"
"200230","TELCON RF PHARM","Enterprise of middle standing","5300","-100","-1.85","5450","5450","5200","77676","410997670","63732621900","12025023"
"425040","TEMC","New growth company","7090","-110","-1.53","7230","7230","7080","31270","222786730","151223191380","21329082"
"241790","TEMC CNS","Blue chip company","7350","0","0.00","7330","7370","7190","24661","180117890","73519359900","10002634"
"073640","TERA SCIENCE","Issues for administration(none market division)","654","0","0.00","0","0","0","0","0","69571715580","106378770"
"095610","TES","Blue chip company","27550","-200","-0.72","27200","28950","26750","528361","14746211850","544614626300","19768226"
"425420","TFE","Blue chip company","32950","-900","-2.66","34000","34000","31300","82977","2706393050","375003950000","11381000"
"214610","THE BioMed","New growth company","5530","-90","-1.60","5620","5690","5470","43630","235458630","46359770660","8383322"
"224060","THE CODI","More significant investment(none market division)","2865","5","0.17","2840","2880","2780","10598","30184020","14785468530","5160722"
"013720","THE CUBE&","Enterprise of middle standing","1114","42","3.92","1062","1116","1062","190493","206337971","67762551302","60828143"
"089230","THE E&M","Enterprise of middle standing","1230","-34","-2.69","1267","1267","1229","40008","49656189","30070982190","24447953"
"066700","THERAGEN ETEX","Venture business","3000","-5","-0.17","3005","3030","2990","25712","77320525","111457128000","37152376"
"032540","TJ MEDIA","Blue chip company","6060","-20","-0.33","6080","6240","5980","3225","19612290","84425550540","13931609"
"104480","TK CHEMICAL","Blue chip company","1706","-17","-0.99","1711","1749","1700","181436","311634011","155067610404","90895434"
"023160","TKCORP.","Blue chip company","24450","-50","-0.20","24550","24700","23900","214321","5219322850","647925000000","26500000"
"022220","TKG AIKANG","Enterprise of middle standing","860","-2","-0.23","860","864","854","54932","47133959","44543337940","51794579"
"356860","TLB","Blue chip company","27750","50","0.18","27500","27950","27150","130311","3580865925","272855482500","9832630"
"131100","TN entertainment","Enterprise of middle standing","1819","7","0.39","1812","1836","1786","35435","64170416","51019770388","28048252"
"298540","TNH CO., LTD","Blue chip company","11420","30","0.26","11440","11540","11310","22298","249494420","169567083520","14848256"
"079970","TOBESOFT","Issues for administration(none market division)","596","0","0.00","0","0","0","0","0","6807796888","11422478"
"215480","TOEBOX KOREA","Enterprise of middle standing","2295","45","2.00","2270","2335","2270","15475","35501685","21068100000","9180000"
"393210","TOMATOSYSTEM","New growth company","6280","-10","-0.16","6260","6380","6260","73155","459583405","98059336320","15614544"
"475960","TOMOCUBE","New growth company","27600","550","2.03","27250","28500","27200","191385","5332580925","365817962400","13254274"
"228340","TONGYANG PILE","Enterprise of middle standing","1881","-1","-0.05","1876","1881","1870","24320","45671857","37620000000","20000000"
"065130","TOP ENG","Enterprise of middle standing","3920","-70","-1.75","3990","3990","3865","17701","69350840","64015489440","16330482"
"360070","TOP MATERIAL","Blue chip company","25700","-50","-0.19","25750","26600","25500","44579","1152858300","209289055100","8143543"
"108230","TOPTEC","Blue chip company","4800","-95","-1.94","4895","4900","4780","219039","1055369201","182511576000","38023245"
"051360","TOVIS","Blue chip company","17000","-250","-1.45","17250","17270","16780","59259","1007005210","273139986000","16067058"
"048770","TPC","Venture business","1953","11","0.57","1969","1969","1944","15598","30461166","30658176423","15697991"
"130740","TPC Global","Enterprise of middle standing","1778","24","1.37","1760","1806","1742","9771","17314704","20049935262","11276679"
"417790","TRUEN","Venture business","9260","10","0.11","9250","9290","9190","13234","122284930","101856759000","10999650"
"043220","TS Nexgen","Issues for administration(none market division)","171","0","0.00","0","0","0","0","0","27227331873","159224163"
"317240","TS Trillion","Venture business","230","1","0.44","231","238","226","1263765","295285322","24665412060","107240922"
"045340","TSB","Venture business","8900","120","1.37","9100","9280","8220","2283834","20202340135","76166556000","8558040"
"026150","TSConstruct","Enterprise of middle standing","7270","0","0.00","7270","7350","7240","57861","421721220","127561826370","17546331"
"131290","TSE","Blue chip company","41000","-450","-1.09","41700","42050","40850","50862","2108908875","453518589000","11061429"
"277880","TSI","Blue chip company","5620","-170","-2.94","5800","5820","5500","154316","870467165","113559113760","20206248"
"246690","TSInvestment","Enterprise of middle standing","1430","-21","-1.45","1431","1458","1419","163556","234151058","59313342660","41477862"
"290090","TWIM","Venture business","8450","10","0.12","8570","8570","8350","3234","27286985","62870264600","7440268"
"484810","TXR","Enterprise of middle standing","12760","240","1.92","12620","12800","12600","23889","303897600","197153675400","15450915"
"124560","Taewoong Logistics","Blue chip company","3125","-70","-2.19","3175","3215","3120","150309","474310735","124127846875","39720911"
"010170","TaihanFiberoptics","Enterprise of middle standing","987","-19","-1.89","1005","1019","965","2777152","2715617092","112717557582","114202186"
"064520","TechL","Enterprise of middle standing","2190","0","0.00","2170","2275","2130","8607","18562270","48948825780","22351062"
"089030","Techwing","Enterprise of middle standing","29200","-150","-0.51","29150","29400","28800","234652","6813705900","1090726434000","37353645"
"191420","Tego","Venture business","17110","260","1.54","16850","17190","16770","4802","81495660","138742149740","8108834"
